# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 0
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0            0.07853981633974483
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0            0.07853976876336304
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0         -0.0017987518570459216           0.022977419934535823          4.271069231620572e-08            0.07394483080312383
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0         -0.0054552222026318375            0.06892204763641573          0.0005624101393757464            0.06475435440037557
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0           -0.01014924859229982            0.13506161657398208           0.002313871627804609            0.05152106303320921
   6              7.756017263855728                            0.0              4.706250626316242                            0.0          -0.014741932281053138            0.21574387283474877          0.0048501095686335205            0.03535541829841057
   7              8.877999452056827                            0.0              5.000002625081528                            0.0          -0.018913918233144145            0.30371747754852724          0.0075601751961427155           0.017728948626345286
   8                           10.0                            0.0                            5.0                            0.0          -0.022375950824752522             0.3917483572110807           0.010280845553434226          9.491564247710359e-05
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 1
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0            0.15707963267948966
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0            0.15707968592649144
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0          -0.007152154831327806            0.04539331099142186          4.325269888916239e-07            0.14800306918408063
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0          -0.021679985859187845            0.13613390960667912           0.002235062397326626             0.1298491834724633
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0          -0.040393532923272524             0.2670161436636001           0.009195987571708919            0.10361919285077541
   6              7.756017263855728                            0.0              4.706250626316242                            0.0           -0.05874888515433163             0.4272067874964978           0.019344856981896363            0.07136422554002174
   7              8.877999452056827                            0.0              5.000002625081528                            0.0           -0.07543650646062794             0.6022682325551575           0.030208107872537582           0.036086150899982995
   8                           10.0                            0.0                            5.0                            0.0           -0.08930264539183597              0.777779434310398            0.04112441744789752          0.0007650929014284686
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 2
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0             0.2356194490192345
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0            0.23561980428185014
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0          -0.015932752868676126            0.06669890692492794         1.8865939570567036e-06            0.22228569233497802
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0            -0.0482553650784876            0.19997232006764817          0.0049749774490903675             0.1956150887539168
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0           -0.09012153124086542             0.3928028024102308            0.02046821131339449            0.15687044074021017
   6              7.756017263855728                            0.0              4.706250626316242                            0.0           -0.13136048644531062             0.6301260136098173            0.04331364620158773            0.10869460342562319
   7              8.877999452056827                            0.0              5.000002625081528                            0.0            -0.1689050866299482             0.8904762402697118             0.0678416374241273            0.05571833748001444
   8                           10.0                            0.0                            5.0                            0.0           -0.20017031560638365             1.1523385089047906             0.0925297079244567          0.0026038360112916516
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 3
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0             0.3141592653589793
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0             0.3141600001633033
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0           -0.02793177099150146            0.08637052211017716          5.377056744304554e-06            0.29689881174476096
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0            -0.0844961265289852            0.25886654817962584           0.008713012675809484             0.2623634174374589
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0           -0.15831229592032248             0.5094564195463386             0.0358354394305902            0.21184709076654917
   6              7.756017263855728                            0.0              4.706250626316242                            0.0           -0.23146410313523713             0.8202784647531628             0.0764598249889028              0.148043996717012
   7              8.877999452056827                            0.0              5.000002625081528                            0.0            -0.2981986911367738             1.1631487139136265             0.1202765886230317             0.0773102434923957
   8                           10.0                            0.0                            5.0                            0.0            -0.3539423691766306             1.5095964304851095             0.1644823538059832           0.006241898778585806
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 4
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0            0.39269908169872414
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0             0.3926998866922479
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0           -0.04286416856288788            0.10392110489823705         1.1810525755606704e-05             0.3719411064703151
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0           -0.12947034349824982            0.31138118765875666           0.013357264791230783            0.33037787260801715
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0            -0.2435336956353069             0.6141624125558722             0.0548894329815548            0.26911123634050804
   6              7.756017263855728                            0.0              4.706250626316242                            0.0            -0.3574765540135001              0.993508771457169            0.11834180137569916             0.1901525314087815
   7              8.877999452056827                            0.0              5.000002625081528                            0.0            -0.4617123782749122             1.4150724017359442            0.18722440878178315            0.10160618244602411
   8                           10.0                            0.0                            5.0                            0.0            -0.5491235791489206             1.8436133070750886            0.25693355359669745           0.012369702989209834
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 5
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0              0.471238898038469
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0            0.47123881615234325
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0          -0.060375057607973126             0.1189108974533981         2.1619506469505723e-05            0.44750112605029785
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0            -0.1820273880075849            0.35625414245780934           0.018797223808824093             0.3999080735455893
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0            -0.3439443055053548             0.7043195809125399            0.07711674926237055            0.32920296704786994
   6              7.756017263855728                            0.0              4.706250626316242                            0.0            -0.5073194416600755             1.1457684701665827            0.16834694968224717             0.2358142596112397
   7              8.877999452056827                            0.0              5.000002625081528                            0.0            -0.6573209778856359             1.6410167326790874             0.2682593590248823             0.1294348879921521
   8                           10.0                            0.0                            5.0                            0.0            -0.7837144317398952             2.1483042763737594            0.36976847198440943           0.021764226387294874
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 6
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0             0.5497787143782138
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0             0.5497759430142594
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0           -0.08004682043411826            0.13095744011552263          3.433058580171178e-05             0.5236541305126383
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0            -0.2408339082788018             0.3924273863103045           0.024907926595875818            0.47116584077557866
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0           -0.45730196956571234             0.7776117089244833            0.10191270007287212             0.3926211843386847
   6              7.756017263855728                            0.0              4.706250626316242                            0.0            -0.6783880578272079             1.2731717839141872            0.22565830982507862             0.2858836162004673
   7              8.877999452056827                            0.0              5.000002625081528                            0.0            -0.8823302137125921             1.8357476000247908            0.36277189177716274             0.1617384794122632
   8                           10.0                            0.0                            5.0                            0.0            -1.0551483764984315             2.4174085390296067             0.5027590376233704            0.03532268007005729
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 7
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
   1                            5.0                            0.0                            0.0                            0.0                            0.0                            0.0                            0.0             0.6283185307179586
   2              4.999997361104411                            0.0             1.1220004330310591                            0.0                            0.0                            0.0                            0.0             0.6283104566615363
   3              5.293749377517372                            0.0             2.2439831255498914                            0.0            -0.1014064929885432            0.13974547491680517          4.822150073646725e-05             0.6004583870635831
   4              5.881184236891341                            0.0             3.2737385437572044                            0.0            -0.3044171987935931             0.4190675488623012           0.031553258322514655             0.5443252710944488
   5              6.726261081012709                            0.0             4.1188159578226555                            0.0            -0.5809844022035326             0.8320870542937423            0.12860371914122748             0.4597961747937082
   6              7.756017263855728                            0.0              4.706250626316242                            0.0            -0.8675165554590443             1.3720751860509612            0.28921655766853327            0.34127308574468107
   7              8.877999452056827                            0.0              5.000002625081528                            0.0             -1.133414980749758             1.9940581919190825            0.46990610263720445            0.19960630479975858
   8                           10.0                            0.0                            5.0                            0.0             -1.360209972323542             2.6444652773259496             0.6554971097218028            0.05410594074009911
# Kratos Output Displacements 
#
# curve_a.CurveGeometry3D
# solution step :: 8
# Id                        Init x:                        Init y:                        Init z:                Init rotartion:                         Disp x                         Disp y                         Disp z                  Disp rotation
#***********************************************************************************************************************************************************************************************************************************************************#
